Time,Symbol,Price,Quantity,Type,Status,Value,Tag 
2012-08-22T20:11:25Z,TSLA,1.9999998,49833,Market On Open,Filled,99665.9900334, 
2012-08-23T19:45:00Z,TSLA,2.043333129,-49833,Market,Filled,-101825.41981746,Liquidated 
2012-09-17T05:40:24Z,TSLA,2.156666451,49929,Market On Open,Filled,107680.19923198, 
2012-09-17T19:45:00Z,TSLA,2.1719997828,-49929,Market,Filled,-108445.77715542,Liquidated 
2012-09-25T08:34:05Z,TSLA,1.9093331424,49620,Market On Open,Filled,94741.110525888, 
2012-09-25T19:45:00Z,TSLA,1.8419998158,-49620,Market,Filled,-91400.030859996,Liquidated 
2012-11-16T06:25:09Z,TSLA,2.076666459,47459,Market On Open,Filled,98556.513477681, 
2012-11-16T20:45:00Z,TSLA,2.1286664538,-47459,Market,Filled,-101024.38123089,Liquidated 
2012-11-21T00:22:30Z,TSLA,2.1739997826,-45275,Market On Open,Filled,-98427.840157215, 
2012-11-21T20:45:00Z,TSLA,2.1593331174,45275,Market,Filled,97763.806890285,Liquidated 
2012-12-04T09:40:57Z,TSLA,2.2719997728,43252,Market On Open,Filled,98268.534173146, 
2012-12-04T20:45:00Z,TSLA,2.2593331074,-43252,Market,Filled,-97720.675561265,Liquidated 
2012-12-09T13:38:49Z,TSLA,2.2953331038,43392,Market On Open,Filled,99599.09404009, 
2012-12-10T20:45:00Z,TSLA,2.3046664362,-43392,Market,Filled,-100004.08599959,Liquidated 
2012-12-11T07:54:31Z,TSLA,2.306666436,42891,Market On Open,Filled,98935.230106476, 
2012-12-11T20:45:00Z,TSLA,2.3586664308,-42891,Market,Filled,-101165.56188344,Liquidated 
2012-12-19T06:20:52Z,TSLA,2.316666435,43632,Market On Open,Filled,101080.78989192, 
2012-12-19T20:45:00Z,TSLA,2.309999769,-43632,Market,Filled,-100789.90992101,Liquidated 
2013-02-12T00:44:07Z,TSLA,2.563333077,39008,Market On Open,Filled,99990.496667616, 
2013-02-12T20:45:00Z,TSLA,2.5079997492,-39008,Market,Filled,-97832.054216794,Liquidated 
2013-03-08T20:16:36Z,TSLA,2.5773330756,-37782,Market,Filled,-97376.798262319, 
2013-03-08T20:45:00Z,TSLA,2.5659997434,37782,Market,Filled,96948.602305139,Liquidated 
2013-03-25T22:48:31Z,TSLA,2.5319997468,38937,Market On Open,Filled,98588.474141152, 
2013-03-26T19:45:00Z,TSLA,2.523333081,-38937,Market,Filled,-98251.020174897,Liquidated 
2013-03-31T04:54:45Z,TSLA,2.8159997184,38282,Market On Open,Filled,107802.10121979, 
2013-04-01T19:45:00Z,TSLA,2.8813330452,-38282,Market,Filled,-110303.19163635,Liquidated 
2013-04-02T20:19:42Z,TSLA,2.873333046,33436,Market On Open,Filled,96072.763726056, 
2013-04-03T19:45:00Z,TSLA,2.7226663944,-33436,Market,Filled,-91035.073563158,Liquidated 
2013-04-08T23:22:03Z,TSLA,2.786666388,-33520,Market On Open,Filled,-93409.05732576, 
2013-04-09T19:45:00Z,TSLA,2.696666397,33520,Market,Filled,90392.25762744,Liquidated 
2013-04-11T06:11:41Z,TSLA,2.8039997196,34453,Market On Open,Filled,96606.202339379, 
2013-04-11T19:45:00Z,TSLA,2.8986663768,-34453,Market,Filled,-99867.75267989,Liquidated 
2013-04-24T02:42:04Z,TSLA,3.393332994,-29137,Market On Open,Filled,-98871.543446178, 
2013-04-24T19:45:00Z,TSLA,3.3506663316,29137,Market,Filled,97628.364903829,Liquidated 
2013-05-01T21:44:56Z,TSLA,3.589999641,28164,Market On Open,Filled,101108.74988912, 
2013-05-02T19:45:00Z,TSLA,3.6159996384,-28164,Market,Filled,-101841.0138159,Liquidated 
2013-05-04T10:37:17Z,TSLA,3.7593329574,27632,Market On Open,Filled,103877.88827888, 
2013-05-06T19:45:00Z,TSLA,3.8753329458,-27632,Market,Filled,-107083.19995835,Liquidated 
2013-05-09T03:54:47Z,TSLA,4.6666662,27823,Market On Open,Filled,129840.6536826, 
2013-05-09T19:45:00Z,TSLA,4.8953328438,-27823,Market,Filled,-136202.84571305,Liquidated 
2013-10-30T18:47:30Z,TSLA,10.6326656034,10305,Market,Filled,109569.61904304, 
2013-10-30T19:45:00Z,TSLA,10.6859989314,-10305,Market,Filled,-110119.21898808,Liquidated 
2013-11-02T22:56:34Z,TSLA,10.9999989,10170,Market On Open,Filled,111869.988813, 
2013-11-04T20:45:00Z,TSLA,11.629998837,-10170,Market,Filled,-118277.08817229,Liquidated 
2013-11-19T19:50:49Z,TSLA,8.3486658318,-13923,Market,Filled,-116238.47437615, 
2013-11-19T20:45:00Z,TSLA,8.3373324996,13923,Market,Filled,116080.68039193,Liquidated 
2013-11-19T22:28:46Z,TSLA,8.4273324906,-13835,Market On Open,Filled,-116592.14500745, 
2013-11-20T20:45:00Z,TSLA,8.0319991968,13835,Market,Filled,111122.70888773,Liquidated 
2014-01-26T14:24:59Z,TSLA,11.6666655,10450,Market On Open,Filled,121916.654475, 
2014-01-27T20:45:00Z,TSLA,11.3586655308,-10450,Market,Filled,-118698.05479686,Liquidated 
2014-02-02T19:07:54Z,TSLA,12.1926654474,-9784,Market On Open,Filled,-119293.03873736, 
2014-02-03T20:45:00Z,TSLA,11.8173321516,9784,Market,Filled,115620.77777125,Liquidated 
2014-02-07T22:55:00Z,TSLA,12.6226654044,9802,Market On Open,Filled,123727.36629393, 
2014-02-10T20:45:00Z,TSLA,13.1446653522,-9802,Market,Filled,-128844.00978226,Liquidated 
2014-03-14T10:20:49Z,TSLA,15.6859984314,8005,Market On Open,Filled,125566.41744336, 
2014-03-14T19:45:00Z,TSLA,15.3559984644,-8005,Market,Filled,-122924.76770752,Liquidated 
2014-05-25T21:12:38Z,TSLA,13.9013319432,8986,Market On Open,Filled,124917.3688416, 
2014-05-27T19:45:00Z,TSLA,14.1379985862,-8986,Market,Filled,-127044.05529559,Liquidated 
2014-11-25T03:53:06Z,TSLA,16.506665016,7674,Market On Open,Filled,126672.14733278, 
2014-11-25T20:45:00Z,TSLA,16.506665016,-7674,Market,Filled,-126672.14733278,Liquidated 
2015-01-30T01:41:57Z,TSLA,13.5973319736,-9220,Market On Open,Filled,-125367.40079659, 
2015-01-30T20:45:00Z,TSLA,13.569998643,9220,Market,Filled,125115.38748846,Liquidated 
2015-02-25T02:01:46Z,TSLA,13.6679986332,9281,Market On Open,Filled,126852.69531473, 
2015-02-25T20:45:00Z,TSLA,13.5759986424,-9281,Market,Filled,-125998.84340011,Liquidated 
2015-03-19T00:13:44Z,TSLA,13.46666532,9368,Market On Open,Filled,126155.72071776, 
2015-03-19T19:45:00Z,TSLA,13.0179986982,-9368,Market,Filled,-121952.61180474,Liquidated 
2015-04-02T00:08:08Z,TSLA,12.6819987318,9680,Market On Open,Filled,122761.74772382, 
2015-04-02T19:45:00Z,TSLA,12.7079987292,-9680,Market,Filled,-123013.42769866,Liquidated 
2015-04-19T19:58:48Z,TSLA,13.7773319556,8793,Market On Open,Filled,121144.07988559, 
2015-04-20T19:45:00Z,TSLA,13.6679986332,-8793,Market,Filled,-120182.71198173,Liquidated 
2015-06-15T20:22:10Z,TSLA,16.6753316658,7200,Market On Open,Filled,120062.38799376, 
2015-06-16T19:45:00Z,TSLA,16.8279983172,-7200,Market,Filled,-121161.58788384,Liquidated 
2015-06-20T02:11:24Z,TSLA,17.4686649198,6926,Market On Open,Filled,120987.97323453, 
2015-06-22T19:45:00Z,TSLA,17.3326649334,-6926,Market,Filled,-120046.03732873,Liquidated 
2015-10-11T04:35:13Z,TSLA,14.8613318472,8169,Market On Open,Filled,121402.21985978, 
2015-10-12T19:45:00Z,TSLA,14.4393318894,-8169,Market,Filled,-117954.90220451,Liquidated 
2015-10-22T01:35:54Z,TSLA,14.1039985896,8330,Market On Open,Filled,117486.30825137, 
2015-10-22T19:45:00Z,TSLA,14.1493319184,-8330,Market,Filled,-117863.93488027,Liquidated 
2016-02-10T13:07:56Z,TSLA,10.03333233,11833,Market On Open,Filled,118724.42146089, 
2016-02-10T20:45:00Z,TSLA,9.5226657144,-11833,Market,Filled,-112681.7033985,Liquidated 
2016-03-05T23:32:49Z,TSLA,13.173332016,8269,Market On Open,Filled,108930.2824403, 
2016-03-07T20:45:00Z,TSLA,13.7453319588,-8269,Market,Filled,-113660.14996732,Liquidated 
2016-04-09T04:35:21Z,TSLA,16.73333166,6926,Market On Open,Filled,115895.05507716, 
2016-04-11T19:45:00Z,TSLA,16.6819983318,-6926,Market,Filled,-115539.52044605,Liquidated 
2016-05-06T13:20:08Z,TSLA,14.0579985942,8157,Market On Open,Filled,114671.09453289, 
2016-05-06T19:45:00Z,TSLA,14.26666524,-8157,Market,Filled,-116373.18836268,Liquidated 
2016-06-05T00:01:23Z,TSLA,14.5206652146,7990,Market On Open,Filled,116020.11506465, 
2016-06-06T19:45:00Z,TSLA,14.7139985286,-7990,Market,Filled,-117564.84824351,Liquidated 
2016-07-10T20:53:57Z,TSLA,14.6639985336,8173,Market On Open,Filled,119848.86001511, 
2016-07-11T19:45:00Z,TSLA,14.9953318338,-8173,Market,Filled,-122556.84707765,Liquidated 
2016-07-18T01:16:34Z,TSLA,14.6426652024,8217,Market On Open,Filled,120318.77996812, 
2016-07-18T19:45:00Z,TSLA,15.0839984916,-8217,Market,Filled,-123945.21560548,Liquidated 
2016-07-21T08:58:41Z,TSLA,15.06666516,8162,Market On Open,Filled,122974.12103592, 
2016-07-21T19:45:00Z,TSLA,14.6673318666,-8162,Market,Filled,-119714.76269519,Liquidated 
2016-07-30T02:26:22Z,TSLA,15.69999843,7726,Market On Open,Filled,121298.18787018, 
2016-08-01T19:45:00Z,TSLA,15.3286651338,-7726,Market,Filled,-118429.26682374,Liquidated 
2016-09-14T02:14:10Z,TSLA,13.049998695,9028,Market On Open,Filled,117815.38821846, 
2016-09-14T19:45:00Z,TSLA,13.1073320226,-9028,Market,Filled,-118332.99350003,Liquidated 
2016-09-28T23:04:51Z,TSLA,13.706665296,-8611,Market On Open,Filled,-118028.09486386, 
2016-09-29T19:45:00Z,TSLA,13.4653319868,8611,Market,Filled,115949.97373833,Liquidated 
2016-11-04T20:15:44Z,TSLA,12.9306653736,9477,Market On Open,Filled,122543.91574561, 
2016-11-07T20:45:00Z,TSLA,12.8579987142,-9477,Market,Filled,-121855.25381447,Liquidated 
2016-11-18T02:51:06Z,TSLA,12.7093320624,9511,Market On Open,Filled,120878.45724549, 
2016-11-18T20:45:00Z,TSLA,12.3886654278,-9511,Market,Filled,-117828.59688381,Liquidated 
2016-11-19T14:38:06Z,TSLA,12.3359987664,9444,Market On Open,Filled,116501.17234988, 
2016-11-21T20:45:00Z,TSLA,12.3753320958,-9444,Market,Filled,-116872.63631274,Liquidated 
2016-12-22T05:59:58Z,TSLA,13.8653319468,8433,Market On Open,Filled,116926.34430736, 
2016-12-22T20:45:00Z,TSLA,13.8873319446,-8433,Market,Filled,-117111.87028881,Liquidated 
2017-01-11T05:40:42Z,TSLA,15.2713318062,7626,Market On Open,Filled,116459.17635408, 
2017-01-11T20:45:00Z,TSLA,15.3239984676,-7626,Market,Filled,-116860.81231392,Liquidated 
2017-02-11T07:18:04Z,TSLA,18.0493315284,6530,Market On Open,Filled,117862.13488045, 
2017-02-13T20:45:00Z,TSLA,18.7013314632,-6530,Market,Filled,-122119.6944547,Liquidated 
2017-02-23T17:22:32Z,TSLA,17.323331601,7007,Market,Filled,121384.58452821, 
2017-02-23T20:45:00Z,TSLA,17.1193316214,-7007,Market,Filled,-119955.15667115,Liquidated 
2017-03-24T18:28:41Z,TSLA,17.416664925,6884,Market,Filled,119896.3213437, 
2017-03-24T19:45:00Z,TSLA,17.4719982528,-6884,Market,Filled,-120277.23597228,Liquidated 
2017-05-10T11:56:13Z,TSLA,21.4373311896,5612,Market On Open,Filled,120306.30263604, 
2017-05-10T19:45:00Z,TSLA,21.6393311694,-5612,Market,Filled,-121439.92652267,Liquidated 
2017-05-11T01:40:01Z,TSLA,21.5973311736,5593,Market On Open,Filled,120793.87325394, 
2017-05-11T19:45:00Z,TSLA,21.5546645112,-5593,Market,Filled,-120555.23861114,Liquidated 
